longitude,latitude,flood_label,elevation,slope,aspect,flow_accumulation,twi,curvature,mean_annual_rainfall,mean_rainy_days,extreme_rain_freq,lulc,ndvi,soil_permeability,distance_to_river,distance_to_drainage,gpm_antecedent_rainfall
3.2715295174706798,6.501961110692891,1,10.503934,4.169195,158.0839,1.0,2.7633238,-3.5791945,1635.545,126.7,1.8,50.0,0.14191534,30.5,13909.511,641.9857,60.66
3.270721033714972,6.4547995582766164,1,9.581914,3.2438164,110.50378,1.1598614,3.1484263,-2.4103231,1551.5386,125.8,1.4,10.0,0.45789474,25.589552,16055.636,608.5582,55.355
3.269104066203557,6.45264360159473,1,5.758381,2.5512564,138.62389,2.0,3.9008272,0.36309916,1551.5386,125.8,1.4,50.0,0.22773394,25.412325,17402.518,576.8871,55.355
3.2755719362492175,6.519478258733222,1,13.922424,2.3059628,163.41466,110.0,8.056547,-0.064925134,1635.545,126.7,1.8,50.0,0.10852187,30.0,13122.706,861.7444,60.66
3.2963230193123785,6.4599199553960975,1,5.582881,2.2705948,129.45149,1.0,3.3483522,0.2288916,1551.5386,125.8,1.4,10.0,0.24408603,21.430408,2860.9297,191.32648,55.355
3.2491614668961035,6.455069052861852,1,5.4822044,3.6715047,185.92007,2.826545,3.9052126,3.8068917,1572.0745,124.3,1.3,50.0,0.1263089,27.0,13442.499,455.49826,55.355
3.2343392647081313,6.449140171986663,1,2.9513397,2.2936687,194.99585,1.0,3.291414,2.1062684,1748.6932,122.2,2.3,50.0,0.20775247,27.417013,6998.2334,309.50873,55.355
3.2440410697766224,6.453991074520909,1,6.247852,1.7057315,119.04978,6.645519,5.59867,-0.23353744,1572.0745,124.3,1.3,50.0,0.076501235,26.765104,11483.122,515.84937,55.355
3.2604802394760095,6.452104612424257,1,6.181265,3.2370834,141.26508,1.0,3.1416483,3.1129024,1551.5386,125.8,1.4,50.0,0.11561393,27.0,16699.568,601.6953,55.355
3.2629056907431324,6.432431507702041,1,2.1551855,2.3311164,174.77005,1.8989255,3.424115,0.12753786,1709.9641,123.4,1.7,30.0,0.16419695,19.0,10249.806,84.823906,55.355
3.227332405491999,6.454260569106145,1,4.535363,2.6307793,133.39207,4.448415,4.6587057,0.7667428,1572.0745,124.3,1.3,50.0,0.14285715,27.0,10029.846,475.35834,55.355
3.2515869181632264,6.495493240647231,1,3.1684484,4.363428,96.526375,1.0,2.7152243,2.3686635,1551.5386,125.8,1.4,50.0,0.343717,32.923985,9371.585,840.40955,55.355
3.2995569543352086,6.459650460810861,1,4.5080605,2.778153,176.96866,2.6116953,3.9240623,0.46202496,1551.5386,125.8,1.4,50.0,0.100237526,24.0,2260.0627,147.53601,55.6903
3.2903941384371898,6.479593060118315,1,4.5102983,3.0427663,195.54283,1.0,3.0549965,-0.7967557,1551.5386,125.8,1.4,60.0,0.20068583,24.0,3422.8782,25.055075,55.355
3.2364952213900184,6.437821399406757,1,1.6905024,2.9703205,162.67615,9.140816,4.9670157,-0.048253145,1748.6932,122.2,2.3,50.0,0.06825397,24.5,2088.1165,24.289354,55.355
