osm_id,name,category,risk_tier,risk_label,longitude,latitude
1258856181,Unnamed,building,0.0,NoData,3.3231591,6.4156682
1258219127,Unnamed,building,3.0,High,3.2720863,6.447671
1258312996,Unnamed,building,3.0,High,3.2595449,6.4625096
1257613858,Unnamed,building,4.0,Very High,3.2861882,6.4785861
1262898342,Unnamed,building,2.0,Moderate,3.2412579,6.5177727
1263175110,Unnamed,building,3.0,High,3.2624769,6.4949052
1258339748,Unnamed,building,3.0,High,3.2620785,6.4707427
1275892918,Unnamed,building,2.0,Moderate,3.3034345,6.5105263
1260554671,Unnamed,building,3.0,High,3.2845492,6.506819
1258026216,Unnamed,building,3.0,High,3.2925267,6.4635016
